index	tf_name	rss	rss_pval	gene_symbol	gene_id
CT1-R1	TAL1	0.708302681753017	0	DDR2,NUSAP1,PTTG1,TOP2A,AGPS,AMOTL2,CASP6,CENPH,COLEC12,DHFR,EBNA1BP2,JADE1,MIS18BP1,MTHFD2,MYO10,NUP107,RRM1,TM2D3,TMED5,TYMS	ENSG00000162733,ENSG00000137804,ENSG00000164611,ENSG00000131747,ENSG00000018510,ENSG00000114019,ENSG00000138794,ENSG00000153044,ENSG00000158270,ENSG00000228716,ENSG00000117395,ENSG00000077684,ENSG00000129534,ENSG00000065911,ENSG00000145555,ENSG00000111581,ENSG00000167325,ENSG00000184277,ENSG00000117500,ENSG00000176890
CT1-R2	WT1	0.706398224411027	0	BIRC5,CENPF,CKS2,DLGAP5,NUSAP1,TOP2A,TUBA1C,AKT2,ALYREF,AMOTL2,ARPC1B,ATIC,BAZ1A,BCAS4,BCL2L12,BET1,BLVRB,CASP6,CENPH,CHCHD6,CHML,CKAP2,CNOT6,COLEC12,COMMD8,COTL1,CTDSPL,CTSC,DEXI,FLOT2,HAT1,KIF20B,KIN,MAGI1,MAML2,MDN1,MIS18BP1,NUP107,PKIB,PPP3CB,PRRC1,PTPN14,QDPR,RANGRF,RNF20,RPP30,SNX1,TBL1X,TGS1,TIMM10,UGCG,WNK3,WRN,YPEL1,ZFPM2,ZNF626,ZNF714	ENSG00000089685,ENSG00000117724,ENSG00000123975,ENSG00000126787,ENSG00000137804,ENSG00000131747,ENSG00000167553,ENSG00000105221,ENSG00000183684,ENSG00000114019,ENSG00000130429,ENSG00000138363,ENSG00000198604,ENSG00000124243,ENSG00000126453,ENSG00000105829,ENSG00000090013,ENSG00000138794,ENSG00000153044,ENSG00000159685,ENSG00000203668,ENSG00000136108,ENSG00000113300,ENSG00000158270,ENSG00000169019,ENSG00000103187,ENSG00000144677,ENSG00000109861,ENSG00000182108,ENSG00000132589,ENSG00000128708,ENSG00000138182,ENSG00000151657,ENSG00000151276,ENSG00000184384,ENSG00000112159,ENSG00000129534,ENSG00000111581,ENSG00000135549,ENSG00000107758,ENSG00000164244,ENSG00000152104,ENSG00000151552,ENSG00000108961,ENSG00000155827,ENSG00000148688,ENSG00000028528,ENSG00000101849,ENSG00000137574,ENSG00000134809,ENSG00000148154,ENSG00000196632,ENSG00000165392,ENSG00000100027,ENSG00000169946,ENSG00000188171,ENSG00000160352
CT1-R3	PITX2	0.702999374864769	0	BIRC5,CCNB2,CKS2,DDR2,NUSAP1,PCLAF,TMSB15A,TOP2A,TUBA1C,ALYREF,ATIC,C1orf35,CENPH,COLEC12,DDX10,DERL1,DNAJC9,G2E3,HAT1,HAUS6,JADE1,MCM7,MIS18BP1,MTHFD1L,MTHFD2,NUDT1,RAE1,RPF2,RRM1,SHMT2,TMX1,TYMS,ZNF714	ENSG00000089685,ENSG00000157456,ENSG00000123975,ENSG00000162733,ENSG00000137804,ENSG00000166803,ENSG00000158164,ENSG00000131747,ENSG00000167553,ENSG00000183684,ENSG00000138363,ENSG00000143793,ENSG00000153044,ENSG00000158270,ENSG00000178105,ENSG00000136986,ENSG00000213551,ENSG00000092140,ENSG00000128708,ENSG00000147874,ENSG00000077684,ENSG00000166508,ENSG00000129534,ENSG00000120254,ENSG00000065911,ENSG00000106268,ENSG00000101146,ENSG00000197498,ENSG00000167325,ENSG00000182199,ENSG00000139921,ENSG00000176890,ENSG00000160352
CT1-R4	ZN467	0.70200696368921	0	DIAPH3,PTTG1,TMSB15A,ALYREF,BET1,CASP6,CENPH,CENPW,CHCHD6,CKAP2,COLEC12,COMMD8,DHFR,DNAJC9,G2E3,GIPC1,GTF2B,HAUS6,HES1,IMPACT,KIN,MDN1,MIS18BP1,MTHFD2,MYO10,ORC6,PTRHD1,RRM1,SHMT2,TNPO3,TYMS,ZNF714	ENSG00000139734,ENSG00000164611,ENSG00000158164,ENSG00000183684,ENSG00000105829,ENSG00000138794,ENSG00000153044,ENSG00000203760,ENSG00000159685,ENSG00000136108,ENSG00000158270,ENSG00000169019,ENSG00000228716,ENSG00000213551,ENSG00000092140,ENSG00000123159,ENSG00000137947,ENSG00000147874,ENSG00000114315,ENSG00000154059,ENSG00000151657,ENSG00000112159,ENSG00000129534,ENSG00000065911,ENSG00000145555,ENSG00000091651,ENSG00000184924,ENSG00000167325,ENSG00000182199,ENSG00000064419,ENSG00000176890,ENSG00000160352
CT1-R5	SP1	0.698399451451389	0	ASPM,BIRC5,CCNB1,CENPE,CENPF,CENPU,CKS1B,CKS2,DEPDC1,DIAPH3,GTSE1,HMMR,MAD2L1,MKI67,NUSAP1,PCLAF,PTTG1,TMSB15A,TOP2A,TPX2,TUBA1C,ACTL6A,ACYP1,ADNP2,AGPS,ALG5,ALYREF,AMOTL2,ANLN,ARF6,ARID3B,ARMCX2,ARPC1B,ATAD5,ATIC,ATL2,B4GALT1,BAG5,BAZ1A,BCAS4,BCKDHA,BCL2L12,BET1,BLVRB,BROX,C12orf76,C19orf48,C1orf35,C21orf58,CARS2,CASP6,CD2BP2,CD320,CDC23,CDC42BPA,CDC42EP3,CDCA8,CDH11,CDK1,CENPH,CENPW,CEP295,CHEK1,CHML,CKAP2,CLSPN,CMIP,CNOT6,CNTLN,COLEC12,COMMD8,CORO1B,COTL1,COX19,CSNK1G2,CTSC,DBF4,DCP1A,DHFR,DMKN,DNAJC13,DNAJC9,DPM1,DZIP1,EBNA1BP2,EGLN2,EHBP1,EPHB2,EXOC4,EXOSC9,FANCI,FAR1,FLOT2,FTSJ3,G2E3,GFM1,GGH,GGPS1,GIPC1,GRPEL1,HAT1,HAUS6,HCFC1,HES1,HMG20B,HMGN5,HOXB-AS1,IFT52,IGFBP2,IMPA2,ITGB3BP,JADE1,KIF11,KIF20B,KMT5A,LAMTOR3,LIMD2,LMNB1,LRRC42,LRRC58,LRRC59,MAGI1,MAPK8,MCM7,MDN1,MIS18A,MIS18BP1,MMS22L,MRE11,MRPL39,MRTO4,MTHFD1L,MTHFD2,MYO10,MZT1,NANS,NCAPD3,NCK1,NEDD1,NELFA,NMD3,NSMCE1,NUDCD1,NUDT1,NUP107,NUP42,NUP93,ORC6,OSBPL11,PACSIN3,PARVA,PCNT,POGK,PPME1,PPP3CB,PRC1,PSAT1,PSMG1,PTPN14,PXMP2,QDPR,RANGRF,RAP1GDS1,RAPGEF2,REV1,RFC3,RHNO1,RNF168,RNF20,RPA1,RPP30,RRAS2,RRM1,RSBN1,RUVBL2,SACM1L,SACS,SART3,SEC61A1,SERTAD3,SETD3,SF3A1,SH3GL1,SHC1,SLC39A6,SLC50A1,SMC4,SNRNP40,SPAST,STK3,STRN4,TAF3,TBL1X,TGS1,THOC6,TIMM10,TIMM23,TMED5,TMEM135,TMTC3,TNPO3,TOPBP1,TRIM59,TRIP6,TSR1,TSSC4,TTC9C,TTF2,TXNDC9,TYMS,UBE2D1,UBE2T,USB1,WDR48,WNK3,YEATS4,YKT6,ZCCHC10,ZDHHC17,ZMYM1,ZNF532,ZNF714,ZNF814,ZNRD2,ZWINT	ENSG00000066279,ENSG00000089685,ENSG00000134057,ENSG00000138778,ENSG00000117724,ENSG00000151725,ENSG00000173207,ENSG00000123975,ENSG00000024526,ENSG00000139734,ENSG00000075218,ENSG00000072571,ENSG00000164109,ENSG00000148773,ENSG00000137804,ENSG00000166803,ENSG00000164611,ENSG00000158164,ENSG00000131747,ENSG00000088325,ENSG00000167553,ENSG00000136518,ENSG00000119640,ENSG00000101544,ENSG00000018510,ENSG00000120697,ENSG00000183684,ENSG00000114019,ENSG00000011426,ENSG00000165527,ENSG00000179361,ENSG00000184867,ENSG00000130429,ENSG00000176208,ENSG00000138363,ENSG00000119787,ENSG00000086062,ENSG00000166170,ENSG00000198604,ENSG00000124243,ENSG00000248098,ENSG00000126453,ENSG00000105829,ENSG00000090013,ENSG00000162819,ENSG00000174456,ENSG00000167747,ENSG00000143793,ENSG00000160298,ENSG00000134905,ENSG00000138794,ENSG00000169217,ENSG00000167775,ENSG00000094880,ENSG00000143776,ENSG00000163171,ENSG00000134690,ENSG00000140937,ENSG00000170312,ENSG00000153044,ENSG00000203760,ENSG00000166004,ENSG00000149554,ENSG00000203668,ENSG00000136108,ENSG00000092853,ENSG00000153815,ENSG00000113300,ENSG00000044459,ENSG00000158270,ENSG00000169019,ENSG00000172725,ENSG00000103187,ENSG00000240230,ENSG00000133275,ENSG00000109861,ENSG00000006634,ENSG00000272886,ENSG00000228716,ENSG00000161249,ENSG00000138246,ENSG00000213551,ENSG00000000419,ENSG00000134874,ENSG00000117395,ENSG00000269858,ENSG00000115504,ENSG00000133216,ENSG00000131558,ENSG00000123737,ENSG00000140525,ENSG00000197601,ENSG00000132589,ENSG00000108592,ENSG00000092140,ENSG00000168827,ENSG00000137563,ENSG00000152904,ENSG00000123159,ENSG00000109519,ENSG00000128708,ENSG00000147874,ENSG00000172534,ENSG00000114315,ENSG00000064961,ENSG00000198157,ENSG00000230148,ENSG00000101052,ENSG00000115457,ENSG00000141401,ENSG00000142856,ENSG00000077684,ENSG00000138160,ENSG00000138182,ENSG00000183955,ENSG00000109270,ENSG00000136490,ENSG00000113368,ENSG00000116212,ENSG00000163428,ENSG00000108829,ENSG00000151276,ENSG00000107643,ENSG00000166508,ENSG00000112159,ENSG00000159055,ENSG00000129534,ENSG00000146263,ENSG00000020922,ENSG00000154719,ENSG00000053372,ENSG00000120254,ENSG00000065911,ENSG00000145555,ENSG00000204899,ENSG00000095380,ENSG00000151503,ENSG00000158092,ENSG00000139350,ENSG00000185049,ENSG00000169251,ENSG00000169189,ENSG00000120526,ENSG00000106268,ENSG00000111581,ENSG00000136243,ENSG00000102900,ENSG00000091651,ENSG00000144909,ENSG00000165912,ENSG00000197702,ENSG00000160299,ENSG00000143157,ENSG00000214517,ENSG00000107758,ENSG00000198901,ENSG00000135069,ENSG00000183527,ENSG00000152104,ENSG00000176894,ENSG00000151552,ENSG00000108961,ENSG00000138698,ENSG00000109756,ENSG00000135945,ENSG00000133119,ENSG00000171792,ENSG00000163961,ENSG00000155827,ENSG00000132383,ENSG00000148688,ENSG00000133818,ENSG00000167325,ENSG00000081019,ENSG00000183207,ENSG00000211456,ENSG00000151835,ENSG00000075856,ENSG00000058262,ENSG00000167565,ENSG00000183576,ENSG00000099995,ENSG00000141985,ENSG00000160691,ENSG00000141424,ENSG00000169241,ENSG00000113810,ENSG00000060688,ENSG00000021574,ENSG00000104375,ENSG00000090372,ENSG00000165632,ENSG00000101849,ENSG00000137574,ENSG00000131652,ENSG00000134809,ENSG00000265354,ENSG00000117500,ENSG00000166575,ENSG00000139324,ENSG00000064419,ENSG00000163781,ENSG00000213186,ENSG00000087077,ENSG00000167721,ENSG00000184281,ENSG00000162222,ENSG00000116830,ENSG00000115514,ENSG00000176890,ENSG00000072401,ENSG00000077152,ENSG00000103005,ENSG00000114742,ENSG00000196632,ENSG00000127337,ENSG00000106636,ENSG00000155329,ENSG00000186908,ENSG00000197056,ENSG00000074657,ENSG00000160352,ENSG00000204514,ENSG00000173465,ENSG00000122952
CT1-R6	PRDM6	0.696890862697157	0	BIRC5,CCNB2,CENPF,CKS1B,DDR2,DLGAP5,MAD2L1,MKI67,NUSAP1,PCLAF,PTTG1,TMSB15A,TOP2A,TPX2,TUBA1C,AGPS,ALYREF,ANLN,ARPC1B,BCAS4,C19orf48,CASP6,CENPH,CENPW,CKAP2,COLEC12,DBF4,DHFR,EBNA1BP2,ECT2,EGLN2,HAUS6,HES1,HMG20B,IQCB1,ITGB3BP,JADE1,KCTD3,KIF20B,KMT5A,L1TD1,MDN1,MGA,MIS18BP1,MRE11,MTHFD2,MYO10,MZT1,NUP107,NUP205,PSMG1,RPP30,RRM1,SMG7,SPTLC1,TASOR2,TBL1X,TOPBP1,TYMS,ZFAND1,ZNF714	ENSG00000089685,ENSG00000157456,ENSG00000117724,ENSG00000173207,ENSG00000162733,ENSG00000126787,ENSG00000164109,ENSG00000148773,ENSG00000137804,ENSG00000166803,ENSG00000164611,ENSG00000158164,ENSG00000131747,ENSG00000088325,ENSG00000167553,ENSG00000018510,ENSG00000183684,ENSG00000011426,ENSG00000130429,ENSG00000124243,ENSG00000167747,ENSG00000138794,ENSG00000153044,ENSG00000203760,ENSG00000136108,ENSG00000158270,ENSG00000006634,ENSG00000228716,ENSG00000117395,ENSG00000114346,ENSG00000269858,ENSG00000147874,ENSG00000114315,ENSG00000064961,ENSG00000173226,ENSG00000142856,ENSG00000077684,ENSG00000136636,ENSG00000138182,ENSG00000183955,ENSG00000240563,ENSG00000112159,ENSG00000174197,ENSG00000129534,ENSG00000020922,ENSG00000065911,ENSG00000145555,ENSG00000204899,ENSG00000111581,ENSG00000155561,ENSG00000183527,ENSG00000148688,ENSG00000167325,ENSG00000116698,ENSG00000090054,ENSG00000108021,ENSG00000101849,ENSG00000163781,ENSG00000176890,ENSG00000104231,ENSG00000160352
CT1-R7	KLF3	0.69561528063886	0	CENPU,MAD2L1,PCLAF,PTTG1,TMSB15A,TOP2A,ALYREF,APPL2,BCL2L12,C19orf48,CASP6,CDH11,CENPH,CENPW,CHML,CKAP2,CNOT6,COLEC12,DBF4,DHFR,DNAJC9,HAUS6,ITGB3BP,JADE1,KIF20B,MCM7,MIS18A,MIS18BP1,MRE11,MTHFD2,MYO10,ORC6,PGAP1,PITPNA,PSMG1,RRM1,SCYL1,SDF2L1,TAF6,TASOR2,TIMM10,TOPBP1,TRIP6,TYMS,YKT6	ENSG00000151725,ENSG00000164109,ENSG00000166803,ENSG00000164611,ENSG00000158164,ENSG00000131747,ENSG00000183684,ENSG00000136044,ENSG00000126453,ENSG00000167747,ENSG00000138794,ENSG00000140937,ENSG00000153044,ENSG00000203760,ENSG00000203668,ENSG00000136108,ENSG00000113300,ENSG00000158270,ENSG00000006634,ENSG00000228716,ENSG00000213551,ENSG00000147874,ENSG00000142856,ENSG00000077684,ENSG00000138182,ENSG00000166508,ENSG00000159055,ENSG00000129534,ENSG00000020922,ENSG00000065911,ENSG00000145555,ENSG00000091651,ENSG00000197121,ENSG00000174238,ENSG00000183527,ENSG00000167325,ENSG00000142186,ENSG00000128228,ENSG00000106290,ENSG00000108021,ENSG00000134809,ENSG00000163781,ENSG00000087077,ENSG00000176890,ENSG00000106636
CT1-R8	PAX5	0.694608299367962	0	BIRC5,CENPF,CENPU,CKS2,MAD2L1,PCLAF,PTTG1,TMSB15A,ALYREF,ARPC1B,ATAD5,C19orf48,CAB39,CASP6,CD320,CENPW,CHEK1,CHML,CKAP2,CNOT6,COLEC12,DCP1A,DHFR,DNAJC9,FANCI,GUF1,ITGB3BP,ITPA,JADE1,KIF20B,KMT5A,LRRC59,MBIP,MDN1,MIS18A,MIS18BP1,MITD1,MRE11,MTHFD2,NUP107,PARVA,PELP1,PIK3C3,PITPNA,PRC1,PSMG1,PXMP2,RRM1,RUVBL2,SHMT2,SPAST,TMX1,TTF2,TYMS,U2AF2,UTP3,YIF1B,ZNF714	ENSG00000089685,ENSG00000117724,ENSG00000151725,ENSG00000123975,ENSG00000164109,ENSG00000166803,ENSG00000164611,ENSG00000158164,ENSG00000183684,ENSG00000130429,ENSG00000176208,ENSG00000167747,ENSG00000135932,ENSG00000138794,ENSG00000167775,ENSG00000203760,ENSG00000149554,ENSG00000203668,ENSG00000136108,ENSG00000113300,ENSG00000158270,ENSG00000272886,ENSG00000228716,ENSG00000213551,ENSG00000140525,ENSG00000151806,ENSG00000142856,ENSG00000125877,ENSG00000077684,ENSG00000138182,ENSG00000183955,ENSG00000108829,ENSG00000151332,ENSG00000112159,ENSG00000159055,ENSG00000129534,ENSG00000158411,ENSG00000020922,ENSG00000065911,ENSG00000111581,ENSG00000197702,ENSG00000141456,ENSG00000078142,ENSG00000174238,ENSG00000198901,ENSG00000183527,ENSG00000176894,ENSG00000167325,ENSG00000183207,ENSG00000182199,ENSG00000021574,ENSG00000139921,ENSG00000116830,ENSG00000176890,ENSG00000063244,ENSG00000132467,ENSG00000167645,ENSG00000160352
CT1-R9	ASCL1	0.693122722562725	0	CENPE,CENPF,CKS2,NUSAP1,TMSB15A,TOP2A,TUBA1C,ALYREF,CENPH,COLEC12,GTPBP6,JADE1,NUP107,PKIB,RRM1,TGS1	ENSG00000138778,ENSG00000117724,ENSG00000123975,ENSG00000137804,ENSG00000158164,ENSG00000131747,ENSG00000167553,ENSG00000183684,ENSG00000153044,ENSG00000158270,ENSG00000178605,ENSG00000077684,ENSG00000111581,ENSG00000135549,ENSG00000167325,ENSG00000137574
CT1-R10	VEZF1	0.692545105295652	0	BIRC5,CENPF,PCLAF,TMSB15A,ACTL6A,ALYREF,AMOTL1,AMOTL2,ANKIB1,ANLN,ARPC1B,BET1,C11orf49,C19orf48,CARM1,CASP6,CDH11,CHML,CNOT6,CNTLN,COLEC12,CORO1B,COTL1,DBF4,DHFR,DIAPH1,DNAJC9,DZIP1,EXOC4,FAM107B,FLOT2,GAR1,GFM1,GNL2,GRAMD1A,HAT1,HDAC8,HEPH,HES1,IFT88,ITGB3BP,ITPA,JADE1,KAT7,KCTD3,KIAA0100,LRRC59,LZTS2,MAGI1,MAPK10,MAPK8,MDN1,MGA,MIS18BP1,MTHFD1L,MTHFD2,MYO10,NCK1,NUP107,NUP42,ORC6,PEPD,PKIB,PLPP5,POR,PPME1,PPP3CB,PTPN14,PYM1,QDPR,R3HCC1,RANGRF,RLF,RNF20,RPP30,RRM1,SHC1,SNRNP40,STAMBP,STRADB,TAF3,TAF6,TASOR2,TBL1X,TGS1,TIMM10,TMED5,TMTC3,TNPO3,UFD1,USB1,WNK3	ENSG00000089685,ENSG00000117724,ENSG00000166803,ENSG00000158164,ENSG00000136518,ENSG00000183684,ENSG00000166025,ENSG00000114019,ENSG00000001629,ENSG00000011426,ENSG00000130429,ENSG00000105829,ENSG00000149179,ENSG00000167747,ENSG00000142453,ENSG00000138794,ENSG00000140937,ENSG00000203668,ENSG00000113300,ENSG00000044459,ENSG00000158270,ENSG00000172725,ENSG00000103187,ENSG00000006634,ENSG00000228716,ENSG00000131504,ENSG00000213551,ENSG00000134874,ENSG00000131558,ENSG00000065809,ENSG00000132589,ENSG00000109534,ENSG00000168827,ENSG00000134697,ENSG00000089351,ENSG00000128708,ENSG00000147099,ENSG00000089472,ENSG00000114315,ENSG00000032742,ENSG00000142856,ENSG00000125877,ENSG00000077684,ENSG00000136504,ENSG00000136636,ENSG00000007202,ENSG00000108829,ENSG00000107816,ENSG00000151276,ENSG00000109339,ENSG00000107643,ENSG00000112159,ENSG00000174197,ENSG00000129534,ENSG00000120254,ENSG00000065911,ENSG00000145555,ENSG00000158092,ENSG00000111581,ENSG00000136243,ENSG00000091651,ENSG00000124299,ENSG00000135549,ENSG00000147535,ENSG00000127948,ENSG00000214517,ENSG00000107758,ENSG00000152104,ENSG00000170473,ENSG00000151552,ENSG00000104679,ENSG00000108961,ENSG00000117000,ENSG00000155827,ENSG00000148688,ENSG00000167325,ENSG00000160691,ENSG00000060688,ENSG00000124356,ENSG00000082146,ENSG00000165632,ENSG00000106290,ENSG00000108021,ENSG00000101849,ENSG00000137574,ENSG00000134809,ENSG00000117500,ENSG00000139324,ENSG00000064419,ENSG00000070010,ENSG00000103005,ENSG00000196632
